Sr. No.,State Code,State Name,District Name,District Code,Project Name,Project Code,Sector,Sector Code,AWC Name,Village Town,LGD Village Code /Town Code,AWC Code,Health Block,Block Code,Helath Sub centre,Helath Sub Centre Code
227,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Baduan,Dhanag,011947,02024012702,,,,
228,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Bhrari,Sakri Khas,012026,02024012703,,,,
229,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Chakol,Chakol,012036,02024012704,,,,
230,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Dhanag,Dhanag,011947,02024012705,,,,
231,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Dhanag II,Dhanag,011947,02024012706,,,,
232,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Duhki,Tikri,011927,02024012707,,,,
233,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Gadiara,Gadiara,011637,02024012708,,,,
234,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Ghar,Naura,011680,02024012709,,,,
235,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Hadi,Mahlpat,012034,02024012710,,,,
236,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Kothi Rakh,Tikri,011927,02024012711,,,,
237,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Langhu,Langhu,011953,02024012712,,,,
238,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Lower Langhu,Langhu,011953,02024012713,,,,
239,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Mahal Patt,Mahlpat,012034,02024012714,,,,
240,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Rainabari,Gadiara,011382,02024012715,,,,
241,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Sakri,Sakri Khas,012026,02024012716,,,,
242,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Sakri Patt,Sakri Khas,012026,02024012717,,,,
243,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Sukarana,Sukaran,012027,02024012718,,,,
244,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Suneharu,Langhu,011953,02024012719,,,,
245,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Nohra ,Dhanag,011947,02024012720,,,,
246,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Upper Dhanag,Nihara,011379,02024012721,,,,
247,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Tikkri,Tikri,011927,02024012722,,,,
248,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Tikkri II,Tikri,011927,02024012723,,,,
249,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Mini AWC Har Chakol,Chakol,012036,02024012724,,,,
250,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Mini AWC Dhanag III,Dhanag,011947,02024012725,,,,
251,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Mini AWC Dhanag IV,Dhang,011947,02024012726,,,,
252,02,Himachal Pradesh,Kangra,024,Baijnath,01,Gadiara,27,Mini AWC Pahloon,Mahlpat,012034,02024012727,,,,
253,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Balh,Mahankal,012030,02024012801,,,,
254,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Bandiyan II,Bandian,012020,02024012802,,,,
255,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Bahi,Bahi Khas,012025,02024012803,,,,
256,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Chobu,Mahankal,012030,02024012804,,,,
257,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Manjhli Nagehar,Nagehr Gabli,012015,02024012805,,,,
258,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Hartra ,Mahankal,012030,02024012806,,,,
259,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Jamrela,Sakri Khas,012026,02024012807,,,,
260,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Khopa,Bandian,012020,02024012808,,,,
261,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Kunsal,Kunsal Upperli,012039,02024012809,,,,
262,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Lowar Kunsal,Kunsal Buhli,012032,02024012810,,,,
263,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mahakal,Mahankal,012030,02024012811,,,,
264,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mandhol,Mahankal,012030,02024012812,,,,
265,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Nadd,Bandian  ,012020,02024012813,,,,
266,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Nagehar,Nagehr Gabli,012015,02024012814,,,,
267,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Pamol,Chaubin,012003,02024012815,,,,
268,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Phalehar,Bandian  ,012020,02024012816,,,,
269,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Rajal,Nagehr Uparli,012016,02024012817,,,,
270,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Thara,Mahankal,012030,02024012818,,,,
271,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Upper Bahi,Bahi Khas,012025,02024012819,,,,
272,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Upper Mandhol,Mahankal,012030,02024012820,,,,
273,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Upper Nagehar,Nagehr Uparli,012016,02024012821,,,,
274,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Vikash Nagar,Bandian  ,012020,02024012822,,,,
275,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mini AWC Bahi III,Bahi Khas,012025,02024012823,,,,
276,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mini AWC Har Kalona,Bahi Khas,012025,02024012824,,,,
277,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mini AWC Har Sakri,Harsakri,012024,02024012825,,,,
278,02,Himachal Pradesh,Kangra,024,Baijnath,01,Mahakal,28,Mini AWC Lahad,Bandian,012020,02024012826,,,,
279,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Bhawarna,Bhawarna,011640,02024020101,,,,
280,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Badguwar,Badguwar,011639,02024020102,,,,
281,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Badguwar-1,Badguwar,011639,02024020103,,,,
282,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Tharu,Badguwar,011639,02024020104,,,,
283,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Bhatti,Bhawarna,011640,02024020105,,,,
284,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Medha,Bhawarna,011640,02024020106,,,,
285,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Samlena,Samlena,011641,02024020107,,,,
286,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Gadiara-1,Gadiyara,011637,02024020108,,,,
287,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Gadiara,Gadiyara,011637,02024020109,,,,
288,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Ramehar,Ramehar,011643,02024020110,,,,
289,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Gharun-1,Gharun,011644,02024020111,,,,
290,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Gharun,Gharun,011644,02024020112,,,,
291,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Dhakrer,Dhakrer,011658,02024020113,,,,
292,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Nangnal,Nangnal,011657,02024020114,,,,
293,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Punner Tara,Tara,011656,02024020115,,,,
294,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Punner Kasba,Kasba Punner,011655,02024020116,,,,
295,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Kaswa-2,Kasba Punner,011655,02024020117,,,,
296,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Tada-2,Tara,011656,02024020118,,,,
297,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Meserna,Maserna,011654,02024020119,,,,
298,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Kakrehar,Kakrehar,011650,02024020120,,,,
299,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Dehan Khas,Khas Dehan,011652,02024020121,,,,
300,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Dehan Bag,Bag Buhla,011648,02024020122,,,,
301,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bhawarna,01,Bag,Bag Buhla,011648,02024020123,,,,
302,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Khilroo,Bindravan,011577,02024020201,,,,
303,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Bhrdoon,Bhrdoon,011575,02024020202,,,,
304,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Differ Patt -2,Khilroo,011576,02024020203,,,,
305,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Differ Patt -1,Differ Patt ,011578,02024020204,,,,
306,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ghogra Mahola,Ghuggar,011579,02024020205,,,,
307,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ghuggar Nala,Ghuggar,011579,02024020206,,,,
308,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ghuggar-2,Ghuggar,011579,02024020207,,,,
309,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ramchock,Ghuggar,011579,02024020208,,,,
310,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ghuggar Tanda -1,Ghuggar,011579,02024020209,,,,
311,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Ghuggar Tanda -2,Ghuggar,011579,02024020210,,,,
312,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Aima-2,Aima,011842,02024020211,,,,
313,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Aima-1,Aima,011842,02024020212,,,,
314,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Chopatti,Aima,011842,02024020213,,,,
315,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Lower Sughar ,Sughar,011843,02024020214,,,,
316,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Sughar,Haar,011845,02024020215,,,,
317,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Kuthena,Rajnalli,011527,02024020216,,,,
318,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Upper Thalla,Thalla Uwarla,011517,02024020217,,,,
319,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Mallenta,Sethu Nala,011512,02024020218,,,,
320,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Droganu,Drognu,011518,02024020219,,,,
321,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Drovi,Drovi,011520,02024020220,,,,
322,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Sukeri,Sukeri,011510,02024020221,,,,
323,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Bindravan,02,Dharer,Dharer,011524,02024020222,,,,
324,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Kaloond,Kalund,011498,02024020301,,,,
325,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Indrunag,Kalund,011498,02024020302,,,,
326,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Rajehar 2,Rajehar,011502,02024020303,,,,
327,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Rajehar ,Rajehar,011502,02024020304,,,,
328,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Bhasmehar,Bhasmehar,011501,02024020305,,,,
329,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Rasher,Balla,011504,02024020306,,,,
330,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Balla,Balla,011504,02024020307,,,,
331,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Lowar Balla,Balla,011504,02024020308,,,,
332,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Ghamrota,Ghamrota,011508,02024020309,,,,
333,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Lower Rakh 2 ,Rakh,011505,02024020310,,,,
334,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Lowar Rakh ,Rakh,011505,02024020311,,,,
335,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Upper Rakh,Rakh,011505,02024020312,,,,
336,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Rakh,Rakh,011505,02024020313,,,,
337,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Bhonta,Rakh,011505,02024020314,,,,
338,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Drati,Drati,011496,02024020315,,,,
339,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Gharh,Garh,011499,02024020316,,,,
340,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Chachian ,Chachiyan,011500,02024020317,,,,
341,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Bhaler,Bhaler,011497,02024020318,,,,
342,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Reegidda,Ree,011534,02024020319,,,,
343,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Hangloh,Hangloh,011536,02024020320,,,,
344,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Mathrehar,Mathrehar,011537,02024020321,,,,
345,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Chamarkar,Chamarkar,011478,02024020322,,,,
346,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Chachiyan,03,Padra,Padra,011541,02024020323,,,,
347,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Darang-1,Darang,011549,02024020401,,,,
348,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Darang,Darang,011549,02024020402,,,,
349,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,cheliyan,cheliyan,011550,02024020403,,,,
350,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Dholta,Dholta,011547,02024020404,,,,
351,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Dhoran-2,Dhoran,011553,02024020405,,,,
352,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Dhoran,Dhoran,011553,02024020406,,,,
353,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,chahadkhola,chahadkhola,011591,02024020407,,,,
354,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Mahadev-2,Mahadev,011554,02024020408,,,,
355,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Ridi,Barankar,011555,02024020409,,,,
356,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Barakand,Barankar,011555,02024020410,,,,
357,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Mahadev-3,Mahadev,011554,02024020411,,,,
358,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Mahadev-1,Mahadev,011554,02024020412,,,,
359,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Mahadev,Mahadev,011554,02024020413,,,,
360,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Upper -Arth,Upper -Arth,011543,02024020414,,,,
361,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Arath,Arath,011544,02024020415,,,,
362,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Gharthuan,Gharthuan,011542,02024020416,,,,
363,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Gharthuan-1,Gharthuan,011542,02024020417,,,,
364,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Baramtharu,Baramtharu,011545,02024020418,,,,
365,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Gadiyara,Gadiyara,011565,02024020419,,,,
366,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Dharot,Baramtharu,011545,02024020420,,,,
367,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Lahala,Lahala,011540,02024020421,,,,
368,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Lahala-2,Lahala,011540,02024020422,,,,
369,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Darang,04,Gishanpat, Arth,011544,02024020423,,,,
370,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Gopalpur,Gopalpur,011488,02024020501,,,,
371,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Dhanota,Dhanota,011487,02024020502,,,,
372,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Chamarkhad,Gopalpur,011488,02024020503,,,,
373,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Bhattlahar,Gopalpur,011488,02024020504,,,,
374,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Gujrehra,Gujrehra,011489,02024020505,,,,
375,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Jia khas,Barota,011481,02024020506,,,,
376,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Majhetli,Majhetli,011 479,02024020507,,,,
377,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Chamarkhad,Chamarkhad,011478,02024020508,,,,
378,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Jugehar,Jugehar,011477,02024020509,,,,
379,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Kharti,Kharti,011476,02024020510,,,,
380,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Kuddan ,Kuddan,011483,02024020511,,,,
381,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Diala,Diyala,011485,02024020512,,,,
382,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Ardi,Ardi,011484,02024020513,,,,
383,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Badsar,Badsar,011486,02024020514,,,,
384,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Lambapatt,Lambapatt,011495,02024020515,,,,
385,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Darati,Darati,011538,02024020516,,,,
386,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Asanpatt,Asanpatt,011539,02024020517,,,,
387,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Tambar,Tambar,011492,02024020518,,,,
388,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Lower Dadh,Jhikla Dadh,011493,02024020519,,,,
389,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Khatehar,Khatehar,011494,02024020520,,,,
390,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Khaterhar-2,Khatehar,011494,02024020521,,,,
391,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Khas Dadh,Jhikla Dadh,011493,02024020522,,,,
392,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Upper Dadh,Uprla Dadh,011490,02024020523,,,,
393,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Gopalpur,05,Chamotu,Uprla Dadh,011490,02024020524,,,,
394,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,lohna, Lohna,011841,02024020601,,,,
395,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,lohna2, Lohna,011841,02024020602,,,,
396,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Surad,Surad,011850,02024020603,,,,
397,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Molkhad, Lohna,011841,02024020604,,,,
398,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Nihang tikka,Nihang,011584,02024020605,,,,
399,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Bundla,Bundla Khas,011846,02024020606,,,,
400,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Nachiar,Nachiar,011847,02024020607,,,,
401,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Jhanjharda,Jhanjharda,011852,02024020608,,,,
402,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Sanh,"Shayamlat
 Deh",011856,02024020609,,,,
403,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Bohal,Bohal,011849,02024020610,,,,
404,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Bhatarkha,Bhatarkha,011848,02024020611,,,,
405,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,sukari,Nachiar,011847,02024020612,,,,
406,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,chandpur,chandpur,011840,02024020613,,,,
407,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,kulani,Kulani,011855,02024020614,,,,
408,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,langha,langha,011854,02024020615,,,,
409,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Dugkhil,Dugkhil,011853,02024020616,,,,
410,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Aryasamaj,Upper Palampur,800099,02024020617,,,,
411,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Syndicate,Upper Palampur,800099,02024020618,,,,
412,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Inderpur,Lower Palampur,800099,02024020619,,,,
413,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Palampur. W-2,Upper Palampur,800099,02024020620,,,,
414,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Lohna,06,Bagichi,chandpur,011840,02024020621,,,,
415,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,up. Mainjha 1,Mengha Upper,011567,02024020701,,,,
416,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,up. Mainjha 2,Mengha Upper,011567,02024020702,,,,
417,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,L.mainjha 1,Nichla Mengha,011566,02024020703,,,,
418,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,L.mainjha 2,Nichla Mengha,011566,02024020704,,,,
419,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Ridi,Nichla Mengha,011566,02024020705,,,,
420,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Ghadoral,Ghadoral,011569,02024020706,,,,
421,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Gadiyara,Gadiyara,011565,02024020707,,,,
422,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,kulyakar,Kuliyarkar,011572,02024020708,,,,
423,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,loharal 2,Loharal,011571,02024020709,,,,
424,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,loharal 1,Loharal,011571,02024020710,,,,
425,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Bharaid 2,Bahared,011574,02024020711,,,,
426,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Bharaid 1,Bahared,011574,02024020712,,,,
427,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Sidhpur 1,Sidhpur Sarkari,011570,02024020713,,,,
428,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Sidhpur 2,Sidhpur Sarkari,011570,02024020714,,,,
429,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Morla,Morla,011568,02024020715,,,,
430,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Fatta,Bindravan,011577,02024020716,,,,
431,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Chimbalhar,Chimbalhar,011573,02024020717,,,,
432,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Panyarkhad,Bagora,011529,02024020718,,,,
433,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,latwala,Latwala,011532,02024020719,,,,
434,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Nayad,Nayad,011533,02024020720,,,,
435,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Bagora,Bagora,011529,02024020721,,,,
436,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,kusmal,kusmal,011528,02024020722,,,,
437,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Bhagotla,Bhagotla,011531,02024020723,,,,
438,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Mengha,07,Ramrachan,Bhagotla,011531,02024020724,,,,
439,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Dhrman,Dhrman,011750,02024020801,,,,
440,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Kashba Jugeher, Kasba Jugehar,011749,02024020802,,,,
441,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Kashba Jamir, Kasba Jugehar,011749,02024020803,,,,
442,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Lower Maniyara, Kasba Jugehar,011749,02024020804,,,,
443,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Dhugni,Dhugni,011745,02024020805,,,,
444,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Behdu,Behdu,011741,02024020806,,,,
445,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Malahoo,Malahoo,011744,02024020807,,,,
446,02,Himachal Pradesh,Kangra,024,Bhawarna,02,Maniyara,08,Kasbha Malahu,Kasba Malahoo,011746,02024020808,,,,
